Source	ID	Title	Journal	Year_publication	doi	Geography	Higher_Geography	Year	Domain	System 	System_specific	Taxon_Group	Taxon	Taxon_specific	Impact	Impact_specific	Conservation_Group	Conservation_Action	Conservation_Action_specific	Tested_statistically	Response_variable	Response_Group	Predictor_variable	Statistical_method	Test_statistic	value	df	N	Direction_of_effect	P-value	Pearson_r	Pearson_r_conversion	Notes	Assignment	Validation
WoS	WOS_0146	Conservation of bats in China: problems and recommendations	Oryx – The International Journal of Conservation	2009	https://doi.org/10.1017/S0030605309432022	China	Palearctic	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Visitors	Alteration of air temperature and carbon dioxide content	Regulation	Regulate access	Environmental impact assessment for exploitation of caves	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0146	Conservation of bats in China: problems and recommendations	Oryx – The International Journal of Conservation	2009	https://doi.org/10.1017/S0030605309432022	China	Palearctic	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	All	NA	Education	Education	Education programmes about bat conservation for government, adults, and schoolchildren	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0146	Conservation of bats in China: problems and recommendations	Oryx – The International Journal of Conservation	2009	https://doi.org/10.1017/S0030605309432022	China	Palearctic	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	All	NA	Regulation	Legislation	Local and national laws to protect bats	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0147	Adult Diptera from Ozark caves	Proceedings of the Entomological Society of Washington	2009	https://doi.org/10.4289/0013-8797-111.2.335	Kansas, USA ; Missouri, USA ; Oklaoma, USA	Nearctic	2002	Terrestrial	Cave	Ozark karstic caves	Arthropoda	Hexapoda	Spelobia tenebrarum	Visitors	NA	Education	Education	NA	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Comprehensive inventory of adult Diptera of the Ozark Caves; conservation topic not addressed, the records might one day allow better judgments about how Diptera use caves.	Fiasca	Mammola
WoS	WOS_0148	Freshwater cyclopoids and harpacticoids (Crustacea: Copepoda) from the Gnangara Mound region of Western Australia	Zootaxa	2009	https://doi.org/10.11646/zootaxa.2029.1.1	Australia	Australasian	NA	Aquatic	All	Gnangara Mound, Western Australia	Arthropoda	Crustacea	Eucyclops edytae	All	Alteration of quality and quantity of water	Assessment	Prioritization	Promotion of conservation priorities of Sue’s spring local flora and fauna	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0148	Freshwater cyclopoids and harpacticoids (Crustacea: Copepoda) from the Gnangara Mound region of Western Australia	Zootaxa	2009	https://doi.org/10.11646/zootaxa.2029.1.1	Australia	Australasian	NA	Aquatic	All	Gnangara Mound, Western Australia	Arthropoda	Crustacea	Paranitocrella bastiani	All	Lowering of the water table	Assessment	Prioritization	Promotion of conservation measures specifically addressed to the restoration of submerged tuart roots mats habitat in caves	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0149	A first step towards the revision of Cicurina: redescription of type specimens of 60 troglobitic species of the subgenus Cicurella (Araneae: Dictynidae), and a first visual assessment of their distribution	Zootaxa	2009	https://doi.org/10.11646/zootaxa.2002.1.1	Texas, USA	Nearctic	NA	Terrestrial	Cave	NA	Arthropoda	Arachnida	Cicurina, 60 species	Not identified	NA	Assessment	Prioritization	Modification of the U.S. Fish and Wildlife Service sampling protocols used for troglobitic fauna to insure properly specimen conservation; establish legal permit to collect endangered species in Texas caves	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0150	Sex-specific roost movements and population dynamics of the vulnerable long-fingered bat, Myotis capaccinii	Biological Conservation	2009	https://doi.org/10.1016/j.biocon.2008.10.023	Greece	Palearctic	2002-2004	Terrestrial	Artificial ; Cave	Disused chromium mines; Volcanic Cave	Bats	Mammalia: Chiroptera	Myotis capaccinii	Not identified	NA	Protection	Protected area	Extension of the boundaries of the Dadia-Lefkilmi-Soufli	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0151	Taxonimic revision of cave crayfish in the genus Cambarus, subgenus Aviticambarus (Decapoda: Cambaridae) with description of two new species , C. speleocoopi and C. laconensis, endemic to Alabama, USA	Journal of Crustacean Biology	2009	https://doi.org/10.1651/08-3089.1	USA	Nearctic	NA	Aquatic	Groundwater	NA	Arthropoda	Crustacea	Genus Cambarus, subgenus Aviticambarus	Not identified	NA	Education	Education	Increasing the knolwledge on criptic diversity of crayfishes in groundwater	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0152	Use of underground hibernacula by the barbastelle (Barbastella barbastellus) outside the hibernation season	Acta Chiropterologica	2009	https://doi.org/10.3161/150811009X485594	Poland	Palearctic	2003-2005	Terrestrial	Artificial	Adit; Ice cellar; Tunnel	Bats	Mammalia: Chiroptera	Barbastella barbastellus	All	Disturbance of mating sites	Protection	Protected area	Protection of Barbastelle hibernation sites should be extended	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0153	Cave conservation and management	Cambridge University Press	2009	https://doi.org/10.1017/CBO9780511596841.006	NA	Global	NA	All	Cave	Cave and associated ecosystems (mostly karst)	Not specific	Not specific	Not specific	All	Geomorphological changes ; effects on the atmosphere of caves ; Effects on hydrology ; Effects on the biota	Monitoring	Monitoring	Enhance comprehensive, detailed, and constant studies to understand the dynamics of cave habitats	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Book chapter, it includes several references addressing risks posed on troglobionts and stygobionts over a global scale	Fiasca	Mammola
WoS	WOS_0154	Conservation, status, and diversity of the crayfishes of the genus Cambarus Erichson, 1846 (Decapoda, Cambaridae)	Crustaceana	2009	https://doi.org/10.1163/156854009X407722	North America	Nearctic	NA	Aquatic	All	NA	Arthropoda	Crustacea	Genus Cambarus	All	NA	Education	Education	Raising the awareness about North American crayfish diversity for conservation purposes	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0155	Do Mediterranean fish assemblages associated with marine caves and rocky cliffs differ?	Estuarine, Coastal and Shelf Science	2009	https://doi.org/10.1016/j.ecss.2008.09.023	Italy	Palearctic	2000-2001	Aquatic	Anchialine/Marine	Submarine caves in Southern Apulia	Other vertebrates	Pisces	47 fish taxa	Not identified	NA	Assessment	Prioritization	Enhance the inclusion of stretches of rocky coasts rich marine cave when establishing Marine Protected Areas	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0156	Sponges of marine caves: Notes on the status of the Mediterranean palaeoendemic Petrobiona massiliana (Porifera: Calcarea: Lithonida) with new records from Sardinia	Italian Journal of Zoology	2009	https://doi.org/10.1080/11250000802629471	Italy	Palearctic	2002-2007	Aquatic	Anchialine/Marine	Shallow water karstic marine caves along northwestern Sardinia	Other invertebrates	Porifera	Petrobiona massiliana	All	NA	Assessment	Prioritization	Promotion of appropriate conservation planning of P. massiliana in western Mediterranean MPAs	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0158	Phylogenetic relationships and description of a new stygobite species of Bythinella (Mollusca, Gastropoda, Caenogastropoda, Amnicolidae) from southern France	Zoosystema	2009	https://doi.org/10.5252/z2009n4a12	France	Palearctic	NA	Aquatic	Groundwater	Lez and Hérault catchment	Other invertebrates	Gastropoda	Bythinella navacellensis	All	NA	Assessment	Prioritization	Increasing the awareness that epikarst per se needs to be the focus of conservation planning	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0160	The blind catfish from the caves of Chapada Diamantina, Bahia, Brazil (Siluriformes: Heptapteridae): description, anatomy, phylogenetic relationships, natural history, and biogeography	Neotropical Ichthyology	2010	https://doi.org/10.1590/S1679-62252010000400001	Bahia State, Brazil	Neotropical	1993-2007	Aquatic	Cave	Poço Encantado cave, Natal cave	Other vertebrates	Pisces	Rhamdiopsis krugi	Subterranean habitat change	Lowering of the water table due to disordered groundwater exploitation	Assessment	Prioritization	Promotion of conservation priorities specifically directed to R. krugi	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0160	The blind catfish from the caves of Chapada Diamantina, Bahia, Brazil (Siluriformes: Heptapteridae): description, anatomy, phylogenetic relationships, natural history, and biogeography	Neotropical Ichthyology	2010	https://doi.org/10.1590/S1679-62252010000400001	Bahia State, Brazil	Neotropical	1993-2007	Aquatic	Cave	Poço Encantado cave, Natal cave	Other vertebrates	Pisces	Rhamdiopsis krugi	Pollution	Pollution of the water of the aquifer	Assessment	Prioritization	Promotion of conservation priorities specifically directed to R. krugi	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0160	The blind catfish from the caves of Chapada Diamantina, Bahia, Brazil (Siluriformes: Heptapteridae): description, anatomy, phylogenetic relationships, natural history, and biogeography	Neotropical Ichthyology	2010	https://doi.org/10.1590/S1679-62252010000400001	Bahia State, Brazil	Neotropical	1993-2007	Aquatic	Cave	Poço Encantado cave	Other vertebrates	Pisces	Rhamdiopsis krugi	Visitors	Swimming and diving	Assessment	Prioritization	Prohibition of swimming and diving in the lake	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	Conservation measure reported from literature	Fiasca	Mammola
WoS	WOS_0161	Repeated and Time-Correlated Morphological Convergence in Cave-Dwelling Harvestmen (Opiliones, Laniatores) from Montane Western North America	Plos One	2010	https://doi.org/10.1371/journal.pone.0010388	North America	Nearctic	NA	Terrestrial	Cave	NA	Arthropoda	Arachnida	Opiliones, Laniatores	Not identified	NA	Education	Education	Stressing the need for further biological exploration, integrative systematic research, and conservation efforts in western US cave habitat	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0162	Genetic population structure of the Madison cave Isopod, Antrolana lira (Cymothoida: Cirolanidae) in the Shenandoah valley of the Eastern United States	Journal of Crustacean Biology	2010	https://doi.org/10.1651/09-3151.1	Virginia, USA ; West Virginia, USA	Nearctic	2006, 2007	Terrestrial	Cave	Shenandoah Valley	Arthropoda	Crustacea	Antrolana lira	All	Organic pollution, land use change, contamination by sawdust	Assessment	Prioritization	Promotion of transboundary conservation planning involving agencies from different municipalities and the two states	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiasca	Mammola
WoS	WOS_0163	Conservation status and habitat use of the West Virginia Spring Salamander (Gyrinophilus subterraneus) and Spring Salamander (G. porphyriticus) in General Davis Cave, Greenbrier Co., West Virginia	Herpetological Conservation and Biology	2010	NA	West Virginia, USA	Nearctic	1975-2008	All	Cave	General Davis Cave	Other vertebrates	Amphibia	Gyrinophilus porphyriticus ; Gyrinophilus subterraneus	All	Siltation, agricultural runoff, water contamination, and development	Protection	Protected area	Enhance protection of surface drainage area above General Davis Cave	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	Aimed to assess the conservation status and to obtain data regarding the ecology, life history and population trends of Gyrinophilus subterraneus	Fiasca	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	All	NA	Assessment	Prioritization	Development of taxonomic network to secure species delimitations and identification	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Poaching	NA	Monitoring	Monitoring	Development of monitoring of cave populations	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Subterranean habitat change	NA	Monitoring	Monitoring	Development of monitoring of cave populations	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Visitors	NA	Monitoring	Monitoring	Development of monitoring of cave populations	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Poaching	NA	Education	Education	Development management recommendations that recognize scientiWc, cultural/religious and economic values of caves and provide protctions of bats	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Subterranean habitat change	NA	Education	Education	Development management recommendations that recognize scientiWc, cultural/religious and economic values of caves and provide protctions of bats	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0164	Research priorities for bat conservation in Southeast Asia: a consensus approach	Biodiversity & Conservation	2010	https://doi.org/10.1007/s10531-008-9458-5	NA	Indomalayan	NA	Terrestrial	Cave	NA	Bats	Mammalia: Chiroptera	Not specific	Visitors	NA	Education	Education	Development management recommendations that recognize scientiWc, cultural/religious and economic values of caves and provide protctions of bats	no	NA	NA	NA	NA	NA	NA	NA	NA	Unknown	NA	NA	NA	Review article, only proposing the consrvation activites rather than analyzing theit effects	Fiser	Mammola
WoS	WOS_0165	Enhancing conservation of the Tasmanian glow-worm, Arachnocampa tasmaniensis Ferguson (Diptera: Keroplatidae) by monitoring seasonal changes in light displays and life stages	Journal of Insect Conservation	2010	https://doi.org/10.1007/s10841-009-9225-2	Tasmania	Australasian	1998-2000	Terrestrial	Cave	NA	Arthropoda	Hexapoda	Arachnocampa tasmaniensis	Visitors	No threat yet, the study explores potential impact from tourism	Monitoring	Monitoring	Analysis of distribibution, fenology and abundance of the species of interest	yes	Abundance of the species	Abundance	mean monthly rainfall, mean monthly maximum temperature, and mean monthly minimum temperature and year of survey	nonmetric multidimensional scaling	NA	NA	NA	NA	Unknown	NA	NA	not convertible	Consider removal, only explorative study	Fiser	Mammola
WoS	WOS_0166	Recharge Enhancement and Protection of a Karst Aquifer in Central Texas	In: Advances in Research and Karst Media, edited by Andreo B., Carrasco F., Duran J.J., LaMoreaux J.W.	2013	https://doi.org/10.1007/978-3-642-12486-0_6	Texas, USA	Nearctic	1997	Aquatic	Cave	Cave in connection with broaer aquifer; specifically with Barton Springs (Edwards Aquifer)	Not specific	Not specific	Not specific	All	Overexploitation, pollution and climate change threat to lower the water table and cause extinctions	Regulation	Gate	Construction of valve, that stabilizes and prolongs water flow in a cave at rainy season, and allows recharge of aquifer	no	NA	NA	NA	NA	NA	NA	NA	NA	Positive	NA	NA	NA	-	Fiser	Mammola
